Identyfikator podmiotu,Imię,Nazwisko,Numer telefonu
1894,GERARD,NIEDZIELSKI,825759399,
1895,BARBARA,NIEWIADOMSKI,619762214,
1896,KATARZYNA,KURLAND,718331169,
1897,IZABELA,TATARCZYK,110804877,
1898,BRAJAN,KURLANDZKI,869663983,
1899,MARTYNA,LITWIN,170773483,
1900,DAMIAN,KOZŁOWSKI,953219422,
1901,MARIUSZ,KRUPA,909132438,
1902,BRAJAN,GAL,470404206,
1903,JANUSZ,HISZPAN,441019817,
1904,JOLANTA,SZWEDA,747527907,
1905,MACIEJ,DUDEK,283936679,
1906,ARTUR,SZWAJCER,232708224,
1907,KRZYSZTOF,HOLLAND,362518272,
1908,JAN,LITWIN,893929174,
1909,PAWEL,RUSAK,900248529,
1910,KAROL,PODOLAK,243615289,
1911,ARTUR,KOMAN,915356006,
1912,TOMASZ,KACZMAREK,601835645,
1913,KATARZYNA,PRUŚ,946334312,
1914,LAURA,WĘGIERSKI,186470585,
1915,JAKUB,PODOLSKI,949108491,
1916,BRAJAN,TUREK,884903421,
1917,TYTUS,KURUC,608652534,
1918,DANUTA,ŻUREK,291912303,
1919,BENEDYKT,ŻYDOWSKI,453082296,
1920,KAROL,SŁOWACKI,707897430,
1921,DOMINIK,MORAW,432588958,
1922,IZABELA,LEWANDOWSKI,330021082,
1923,BARBARA,RUMUN,197800437,
1924,MICHAŁ,MORAWSKI,687402178,
1925,OLIWIER,PODGÓRSKI,131552009,
1926,ROZALIA,SZEWCZYK,480465683,
1927,BARBARA,GALOCH,539047542,
1928,KAROL,KURLANDT,741411904,
1929,MATEUSZ,ROSJAN,306132286,
1930,MATEUSZ,PRUSAK,455334922,
1931,PAWEL,PODOLAN,783091160,
1932,KAMIL,SAS,575101981,
1933,PRZEMYSLAW,SZWEDA,772655179,
1934,PATRYCJA,CZESKI,504500837,
1935,MARTA,TATAREK,465591591,
1936,ŁUCJA,KWIATKOWSKI,683403329,
1937,BARBARA,NORWECKI,992328675,
1938,PRZEMYSLAW,HISZPAN,693873797,
1939,ARTUR,MADZIARA,239272818,
1940,KATARZYNA,POLESIAK,420264007,
1941,JOLANTA,WOŁYNIAK,909936272,
1942,ALEKANDRA,WIŚNIEWSKI,677026247,
1943,BARBARA,KACZMAREK,624881414,
1944,AGATA,WOŁYNIAK,161558688,
1945,ŁUKASZ,KĘDZIERSKI,393391506,
1946,MATEUSZ,POLACZEK,603652254,
1947,DONALD,CZECH,520883281,
1948,BENEDYKT,FOGIEL,261219921,
1949,DOMINIK,NOWAK,267860139,
1950,PATRYCJA,GALICKI,817980955,
1951,JAN,HALICKI,154107038,
1952,OLIWIER,SZWAJCAR,961864935,
1953,KRZYSZTOF,KRUPA,547198603,
1954,IZABELA,ŻYDZIAK,629126194,
1955,JACEK,KALINOWSKI,888671229,
1956,JAKUB,KURLANDT,777165944,
1957,KATARZYNA,WIECZOREK,785528092,
1958,OLIWIER,KOZŁOWSKI,135008158,
1959,DOROTA,MACEDOŃSKI,829187277,
1960,JAN,MOSKAL,387786096,
1961,MACIEJ,CZECH,430222896,
1962,DANUTA,LAMPARSKA,961387942,
1963,OLIWIA,SZWAJCER,274007226,
1964,DOMINIK,POLESZAK,353832764,
1965,MARTA,DOBRUCKI,267325069,
1966,DOROTA,WOŁOCH,370589841,
1967,KRYSTYNA,GÓRAL,136714432,
1968,MATEUSZ,WŁOCH,240314969,
1969,BARBARA,KŁOSSOWSKI,834415577,
1970,DOMINIKA,MADZIARA,347255024,
1971,MATEUSZ,RUSEK,558534793,
1972,DANUTA,KUMAN,520940652,
1973,MATEUSZ,PASTERNAK,472365033,
1974,ARTUR,KURLANDCZYK,846329875,
1975,ALICJA,CZARNECKI,662938736,
1976,WERONIKA,CIEŚLAK,187065967,
1977,ŁUCJA,SAS,803085442,
1978,KAROLINA,WESOŁOWSKI,193849837,
1979,ŁUKASZ,BIAŁORUSKI,504290056,
1980,WERONIKA,CZECH,659397979,
1981,IZABELA,PASTERNAK,745358640,
1982,KAROLINA,UKRAIŃSKI,219332115,
1983,JOLANTA,WĘGRZYNOWICZ,606687817,
1984,IZABELA,SZWAJCER,107432859,
1985,GERARD,BRANDENBURG,404031325,
1986,KAMIL,WIECZOREK,552467625,
1987,ŁUCJA,ARABIK,176266696,
1988,ARTUR,ŻUREK,933850451,
1989,DAWID,ŻYDZIAK,618852863,
1990,KRZYSZTOF,ŁOTYSZ,864182433,
1991,ROZALIA,HOLENDERSKI,136849257,
1992,AGATA,POLOCZEK,882158087,
1993,PATRYK,POTOK,124110985,
1994,ALICJA,SKIBA,972845615,
1995,ROZALIA,TOWAREK,942634302,
1996,MICHAŁ,NIEWIADOMSKI,781105026,
1997,KATARZYNA,LITWIN,462630283,
1998,JADWIGA,WYRZYKOWSKI,707613212,
1999,WALDEMAR,MAJEWSKI,371402789,
2000,MACIEJ,LITWINOWICZ,173148941,
2001,JOLANTA,SLEZAK,955878913,
2002,JADWIGA,SŁOWIAK,492466346,
2003,DOMINIKA,RUS,244146617,
2004,JADWIGA,SŁOWAKIEWICZ,772063972,
2005,DAMIAN,KRUPA,725055608,
2006,ALEKANDRA,SIKORA,972310190,
2007,MAREK,HOLENDERSKI,928367259,
2008,WOJCIECH,WĘGIER,483178249,
2009,JOLANTA,DUŃCZYK,400274485,
2010,LAURA,MAŁECKI,535496039,
2011,PATRYK,RYBICKI,790679042,
2012,DOMINIK,KURLAND,245017488,
2013,WERONIKA,SZWEDOWSKI,107305214,
2014,MARIUSZ,MAJEWSKI,107874248,
2015,IZABELA,POLESIAK,787662058,
2016,ALEKANDRA,ŻOCHOWSKI,657605288,
2017,DOMINIKA,SŁOWIAKOWSKI,702096720,
2018,DAMIAN,FOGIEL,206316785,
2019,WALDEMAR,WIŚNIEWSKI,818980496,
2020,JAKUB,TATARCZUK,774129053,
2021,DOMINIKA,WĘGRZYNOWICZ,104651286,
2022,MICHAŁ,CZECH,398975357,
2023,WERONIKA,SZWAJCAR,966714576,
2024,LECH,PRUSIK,752930452,
2025,OLIWIA,MILLER,120192844,
2026,ALEKANDRA,DOBRUCKI,717608175,
2027,BARBARA,RUMUN,981237300,
2028,ANETA,SZWEDEK,420472069,
2029,WOJCIECH,PODOLEC,348946311,
2030,KAROL,RUMUN,109636881,
2031,PIOTR,MORAWSKI,632228546,
2032,KAMILA,SZWAJCAR,232103467,
2033,DONALD,KURLANDCZYK,873762472,
2034,WERONIKA,MORAW,514812241,
2035,LECH,SIKORA,640814245,
2036,KAMIL,ŻYDZIK,612676990,
2037,BARBARA,ŻMIJEWSKI,357499819,
2038,BENEDYKT,SLEZAK,485457725,
2039,KAMILA,SŁOWIAK,220311329,
2040,JADWIGA,MORAW,482842021,
2041,ANETA,SZWAJCARSKI,541808895,
2042,DOMINIKA,POLESZUK,392134444,
2043,KRZYSZTOF,KURUC,614940189,
2044,MACIEJ,MILLER,243908217,
2045,WALDEMAR,SZWED,529206354,
2046,GERARD,SZLĄZAK,757071543,
2047,ANETA,SASIN,845511290,
2048,MICHAŁ,WOŁYNIAK,530797221,
2049,BENEDYKT,HOLLAND,145878820,
2050,MICHAŁ,PRZYBYSZ,411312802,
2051,ANETA,WOŁOSZEK,561779598,
2052,PATRYCJA,MACEDOŃSKI,288011843,
2053,JANUSZ,KOWALSKI,552237184,
2054,TYTUS,TATARCZAK,655675475,
2055,AGATA,RUS,782094514,
2056,JAROSŁAW,STAWECKI,429249947,
2057,LAURA,TATARCZAK,909221972,
2058,MARTYNA,PODOLAN,651705490,
2059,DOMINIK,LANGE,189428258,
2060,JADWIGA,PODOLEC,659749184,
2061,ALEKANDRA,RUSEK,531846175,
2062,KAMIL,OLENDER,458956824,
2063,DOROTA,FOGIEL,763597258,
2064,MARIUSZ,POTOK,103011218,
2065,ANETA,SZWEDA,880620179,
2066,JADWIGA,AMSTERDAMSKI,322641163,
2067,JACEK,WOŁYNIAK,153223609,
2068,TOMASZ,RUSIN,411039182,
2069,ALICJA,NIEMIEC,785625742,
2070,DOMINIK,TATAREK,668656197,
2071,AGATA,SZEWCZYK,347115022,
2072,ANETA,SLEZAK,352438802,
2073,DOMINIK,LANGE,322830149,
2074,LAURA,KALINOWSKI,428581917,
2075,MICHAŁ,ARABSKI,500180083,
2076,MICHAŁ,NORWECKI,783608685,
2077,OLIWIA,SŁOWAKIEWICZ,877347487,
2078,PRZEMYSLAW,CHORWAT,738599818,
2079,KAROL,NOWAK,617998726,
2080,ALEKSANDER,WRÓBEL,599123012,
2081,ŁUKASZ,TOWAREK,186416470,
2082,ALICJA,ARAB,392315282,
2083,IZABELA,SUDOŁ,357253284,
2084,MICHAŁ,HOLLAND,275014956,
2085,MAREK,ŻOCHOWSKI,938668251,
2086,OLIWIA,MAZUREK,528558729,
2087,DOROTA,HOLLAND,642480565,
2088,MAREK,POLOK,131264046,
2089,PRZEMYSLAW,PASTERNAK,490935841,
2090,DANUTA,PODOLAN,241097872,
2091,DANUTA,LAMPARSKA,681118082,
2092,DANUTA,ŻYDZIAK,170164757,
2093,JAN,TOWAREK,284822026,
2094,MACIEJ,RUSIN,299491619,
2095,KRZYSZTOF,SKIBA,991748164,
2096,DOMINIK,MOSKAL,230403457,
2097,IZABELA,SIKORA,118981363,
2098,JACEK,KALINOWSKI,861425987,
2099,TYMON,HOFFMANN,433228031,
2100,BRAJAN,MORAW,556637605,
2101,GERARD,MADZIAR,820037735,
2102,IZABELA,WĘGIER,641236237,
2103,KRYSTYNA,BORKOWSKI,834399930,
2104,DAWID,POLESZCZUK,288929358,
2105,OLIWIER,DUŃCZYK,591708595,
2106,BENEDYKT,CHORWAT,993514136,
2107,ŁUCJA,WOŁOCH,561137004,
2108,KAMILA,SZKOT,153996858,
2109,MICHAŁ,GOROL,666336612,
2110,JADWIGA,MAZUREK,302351562,
2111,JAKUB,WYSOCKI,856982227,
2112,DOMINIKA,WYSOCKI,871270110,
2113,ŁUCJA,HOLENDER,389437378,
2114,DOROTA,ŻMUDZIN,359414066,
2115,JAN,SZKOT,928012288,
2116,DANUTA,KWIATKOWSKI,847261673,
2117,JOLANTA,POLESZAK,130064706,
2118,KAROL,WYRZYKOWSKI,578149239,
2119,LAURA,ŚLĄZAK,176190279,
2120,KAROL,DUDEK,827835843,
2121,BARTOSZ,LEWANDOWSKI,670254374,
2122,GERARD,CICHOCKI,800214659,
2123,PATRYCJA,GÓRSKI,476485480,
2124,MARTYNA,KWIATKOWSKI,171654031,
2125,JAROSŁAW,SZULC,514481164,
2126,ŁUKASZ,WIŚNIEWSKI,200383493,
2127,DANUTA,MADZIARA,450825922,
2128,DOMINIKA,MOSKAL,992605141,
2129,DOMINIKA,CHRUSZCZEWSKI,727393468,
2130,DAMIAN,SŁOWAKIEWICZ,736165249,
2131,PAWEL,BÖHM,387880655,
2132,DAMIAN,SZWAB,845863353,
2133,KATARZYNA,ŁOTYSZ,895855294,
2134,BARBARA,SZEWCZYK,166281170,
2135,BENEDYKT,RUMUŃSKI,628356681,
2136,DAWID,SZWAB,575971803,
2137,PAWEL,NIEDZIELSKI,505812812,
2138,KAMILA,WYRZYKOWSKI,801797403,
2139,WERONIKA,MICIUN,864516673,
2140,MARIUSZ,KŁOSSOWSKI,345411778,
2141,DAWID,ŻYDZIAK,525797303,
2142,MARTA,SWAT,759434130,
2143,BRAJAN,POTOK,559109538,
2144,KAROL,BRANDENBURGER,589704519,
2145,DAMIAN,SZWAB,571450221,
2146,JAN,DUDEK,375540279,
2147,ROZALIA,DUDEK,782304564,
2148,KAROL,MAZURKIEWICZ,121517036,
2149,OLIWIER,NIEDZIELSKI,426268757,
2150,KAMIL,KALINOWSKI,161996541,
2151,IZABELA,PRUSAK,530156143,
2152,JOLANTA,SZLONZAK,207355366,
2153,AGATA,SŁOWAK,781295159,
2154,GERARD,PRUS,530820800,
2155,PATRYCJA,KRAJEWSKI,279286823,
2156,WALDEMAR,MORAW,306043055,
2157,PAWEL,SUDOŁ,200410537,
2158,ROZALIA,HOFFMANN,571699689,
2159,JAN,WOŹNIAK,545261470,
2160,MARIUSZ,RUSAK,636912447,
2161,MARTYNA,PRUSEK,727641764,
2162,DAMIAN,KACZMAREK,912551167,
2163,WALDEMAR,MOSKAL,585775002,
2164,BENEDYKT,KOMAN,640263071,
2165,BARTOSZ,PRUSAK,301433918,
2166,ANETA,SOCHA,936841830,
2167,BARBARA,SZWEDA,125102436,
2168,TYMON,MORAW,622290488,
2169,ALEKANDRA,ŻOCHOWSKI,224366565,
2170,MAREK,SKIBA,266680532,
2171,KATARZYNA,WŁOCH,140398669,
2172,DOMINIK,SAKSON,970443547,
2173,MARTA,TATAR,272318001,
2174,WALDEMAR,CHORWAT,860034761,
2175,JOLANTA,NIEDZIELSKI,452039542,
2176,ŁUKASZ,ŻYDOWSKI,907254266,
2177,PRZEMYSLAW,LANGE,405109772,
2178,MATEUSZ,HOFFMANN,255554845,
2179,ALEKANDRA,KRAJEWSKI,546986002,
2180,TOMASZ,SZWAJCAR,989296342,
2181,KAMILA,GALIŃSKI,459466550,
2182,MATEUSZ,POTOK,918278848,
2183,PATRYCJA,LANGE,134302987,
2184,WALDEMAR,TATAREK,968707124,
2185,DAWID,SOCHA,454145135,
2186,PATRYK,KALINOWSKI,913803029,
2187,JAROSŁAW,POLESZCZUK,899175804,
2188,KAROL,MORAW,755565131,
2189,DOMINIKA,RUSEK,544094588,
2190,BARBARA,KUMAN,542904421,
2191,DANUTA,SŁOWACKI,105914282,
2192,TYMON,TATARSKI,811442022,
2193,OLIWIER,KRAWCZYK,770324660,
2194,DANUTA,KURLAND,103708377,
2195,KATARZYNA,GÓRAL,385378866,
2196,KAMIL,SZWEDZIAK,759877139,
2197,ŁUKASZ,CHORWAT,471827159,
2198,PAWEL,GÓRAL,295635512,
2199,JOLANTA,KRAWCZYK,955973310,
2200,ROZALIA,RUSEK,149638183,
2201,KAMIL,RYBICKI,145985510,
2202,WERONIKA,HOLLAND,480441936,
2203,KAMILA,KALINOWSKI,158438471,
2204,MARTA,PIĄTEK,608152426,
2205,MARTYNA,NIEMIEC,467360756,
2206,ROZALIA,SŁOWIAKOWSKI,797818440,
2207,DAWID,KĘDZIERSKI,996303450,
2208,KAROL,PRUSEK,388478072,
2209,AGATA,BRANDENBURG,505048358,
2210,PATRYCJA,SZLĄZAK,145407088,
2211,MARTYNA,BIAŁORUSKI,836649210,
2212,PATRYK,PRUSKI,313576392,
2213,OLIWIA,MACEDOŃSKI,241505041,
2214,JAN,TATAR,999151104,
2215,GERARD,PRUŚ,171727116,
2216,BRAJAN,SIKORA,892564834,
2217,DONALD,KWIECIEŃ,813389592,
2218,BRAJAN,LEWICKI,911900971,
2219,PATRYK,PODOLAK,678022338,
2220,OLIWIER,LITWINOWICZ,203610974,
2221,ŁUKASZ,KACZMAREK,277131414,
2222,OLIWIER,KOZŁOWSKI,221530365,
2223,JANUSZ,KRAJEWSKI,583166401,
2224,DAMIAN,BRANDENBURGER,299869642,
2225,BARBARA,WĘGRZYN,780613486,
2226,JAKUB,ŻMUDZIN,290774176,
2227,JOLANTA,ŻYDOWICZ,579321178,
2228,DOMINIKA,PRUSEK,382872839,
2229,WERONIKA,TATARCZAK,475698033,
2230,OLIWIER,KURLANDT,904580561,
2231,JAKUB,KAŁUŻA,291646594,
2232,ALICJA,GÓRAL,433428559,
2233,PAWEL,KWIATKOWSKI,105037119,
2234,DOMINIKA,MAZUREK,813101041,
2235,ANETA,AUSTRIJAK,228914383,
2236,JAN,ŻYDZIAK,858810550,
2237,MICHAŁ,PRUSKI,618885121,
2238,ROZALIA,POLESZAK,440913358,
2239,PATRYCJA,MILLER,505097752,
2240,LEONARD,OLENDER,323803548,
2241,ŁUKASZ,SKIBA,971586991,
2242,ARTUR,KOMAN,135053023,
2243,JANUSZ,DUŃCZYK,774300671,
2244,JACEK,HOLENDERSKI,184516830,
2245,ARTUR,ROSJAN,587966903,
2246,BENEDYKT,SZWAJCARSKI,271722602,
2247,JADWIGA,KURLANDT,484368116,
2248,TOMASZ,POLACZEK,793380747,
2249,AGATA,MAJEWSKI,123100347,
2250,JAN,ARABOWICZ,815206869,
2251,OLIWIER,SZWAJCER,369161294,
2252,PAWEL,DOBRUCKI,949625859,
2253,JOLANTA,ARABIK,189427838,
2254,PATRYCJA,ŻOCHOWSKI,649618952,
2255,JANUSZ,KOMAN,980010517,
2256,LAURA,SZWAJCARSKI,280862878,
2257,TYTUS,RUSEK,100964378,
2258,ALEKSANDER,TATAREK,749440049,
2259,LEONARD,LITWINOWICZ,893994428,
2260,KRYSTYNA,WOŁOSZEK,378917577,
2261,BARTOSZ,RYBICKI,502450452,
2262,PIOTR,WĘGIERSKI,287921012,
2263,TOMASZ,OLENDER,579326069,
2264,OLIWIER,LITWIN,510436150,
2265,LAURA,KRAJEWSKI,116882133,
2266,DOMINIK,SOCHA,722195423,
2267,DANUTA,PRUSAK,403655175,
2268,DONALD,AUSTRIJAK,343154233,
2269,KAMILA,WIŚNIEWSKI,698427527,
2270,ANETA,GALOCH,319429334,
2271,DOMINIK,WŁOCH,643165760,
2272,DOMINIK,POLESZAK,824424580,
2273,JACEK,SZWEDEK,663670744,
2274,MACIEJ,BRANDENBURG,288771899,
2275,DOMINIKA,LAMPARSKA,895286606,
2276,MICHAŁ,AUSTRIJAK,320572949,
2277,AGATA,MAZUR,903145395,
2278,ŁUCJA,WĘGRZYN,514856553,
2279,DAWID,KALINOWSKI,513481272,
2280,BARBARA,OLĘDER,472549744,
2281,ALICJA,LITWIN,136864961,
2282,GERARD,KASZUBA,429474934,
2283,JADWIGA,BÖHM,844379346,
2284,JACEK,MAŁECKI,776571552,
2285,ALICJA,POLESIAK,607369017,
2286,MARTA,MALINOWSKI,528104713,
2287,MACIEJ,HOLENDER,129593456,
2288,ŁUKASZ,PRZYBYSZ,951319111,
2289,BRAJAN,ROSJAN,391338848,
2290,DOMINIK,ROMUN,961187449,
2291,DOMINIK,AMSTERDAMSKI,900730479,
2292,PRZEMYSLAW,KASZUB,167036349,
2293,MAREK,SZLONZAK,922978144,
2294,DOMINIKA,MILLER,778932578,
2295,TYMON,LANGE,212151482,
2296,OLIWIER,POLESZCZUK,885220433,
2297,MAREK,RUSEK,667910859,
2298,BARBARA,POMORSKI,378330764,
2299,OLIWIER,ŻYDZIK,757187202,
2300,KATARZYNA,PODOLAK,222137173,
2301,ALEKSANDER,ZIĘBA,915154133,
2302,TOMASZ,KASZUBA,368979706,
2303,BARTOSZ,WYSOCKI,523894724,
2304,KATARZYNA,WŁOCH,433349566,
2305,KRZYSZTOF,PODOLAK,553917860,
2306,TYMON,DUDEK,630542438,
2307,PAWEL,TATAR,191313527,
2308,WERONIKA,RYBICKI,635260614,
2309,PAWEL,SŁOWAKIEWICZ,579520995,
2310,WALDEMAR,GALICKI,255327599,
2311,MARTYNA,BÖHM,379314425,
2312,KAROL,POLESIAK,338419562,
2313,AGATA,RUSAK,188205425,
2314,ALEKANDRA,KRAWCZYK,359442775,
2315,WOJCIECH,PIĄTEK,892543106,
2316,OLIWIER,GÓRAL,281616503,
2317,ŁUKASZ,SOCHA,358170218,
2318,MARTYNA,GALIŃSKI,604676140,
2319,ALEKANDRA,POLESKI,805888203,
2320,DOMINIKA,POLESKI,772817152,
2321,ALEKSANDER,KAŁUŻA,243651987,
2322,BENEDYKT,CHRUSZCZEWSKI,278991939,
2323,MACIEJ,WOŁOCH,561474690,
2324,OLIWIER,MICIUN,582808824,
2325,MARIUSZ,KALINOWSKI,137857366,
2326,LECH,KOWALSKI,671381869,
2327,PAWEL,KWIATKOWSKI,849627023,
2328,JAN,SZWARC,546553116,
2329,BARBARA,MACEDOŃSKI,386168249,
2330,PATRYK,TATARCZUK,478531505,
2331,LECH,CHORWAT,226020056,
2332,MARTYNA,ŁOTYSZ,887789668,
2333,DOROTA,HISZPAN,764776234,
2334,PATRYK,PRUS,402439109,
2335,MATEUSZ,POLESKI,374314854,
2336,IZABELA,SLEZAK,561500615,
2337,DAMIAN,TURECKI,914212424,
2338,WERONIKA,SŁOWIAK,894011526,
2339,JAKUB,SIKORA,223057815,
2340,KAMIL,PODOLEC,250660288,
2341,ŁUCJA,ROMUN,558876130,
2342,WERONIKA,HISZPAN,559684410,
2343,OLIWIA,ŻMIJEWSKA,946722174,
2344,KAMILA,FOGIEL,244847969,
2345,PRZEMYSLAW,KURLANDT,571479514,
2346,ANETA,KASZUB,231971680,
2347,DOROTA,ZIĘBA,128774007,
2348,KAMIL,MAJEWSKI,752519903,
2349,BARTOSZ,MORAW,884275788,
2350,DOROTA,DUDA,489695418,
2351,DAWID,LITWIN,810232698,
2352,PIOTR,WOŹNIAK,206924206,
2353,MARIUSZ,LAMPARSKI,380326129,
2354,KAROLINA,SZWEDZKI,808292860,
2355,MATEUSZ,MAZUR,456707655,
2356,ALEKSANDER,RUSAK,598767522,
2357,DOMINIK,ZIĘBA,766099545,
2358,ŁUCJA,POLESKI,344368207,
2359,OLIWIA,KRAWCZYK,816092884,
2360,PATRYCJA,SŁOWAK,677754679,
2361,WERONIKA,PRUSEK,319084790,
2362,ALICJA,OLĘDER,521670348,
2363,ARTUR,BRANDENBURGER,152684389,
2364,DAMIAN,RUSIN,206697146,
2365,DONALD,WĘGIER,892363312,
2366,BARTOSZ,TURECKI,671593039,
2367,MACIEJ,GALOCH,577678301,
2368,ROZALIA,RUSNAK,940025625,
2369,BARBARA,PRUŚ,252055191,
2370,JAN,BORKOWSKI,122631483,
2371,PAWEL,RUSIN,642581448,
2372,PATRYCJA,POLAKOWSKI,348255373,
2373,BARBARA,POLESIAK,965760871,
2374,JADWIGA,SŁOWAKIEWICZ,165574724,
2375,PATRYK,MAŁECKI,255583633,
2376,MATEUSZ,MALINOWSKI,723772137,
2377,DOMINIKA,NOWAK,398475678,
2378,ARTUR,KIJOWSKI,616979185,
2379,DAWID,GAWROŃSKI,770873189,
2380,ALICJA,MICIUN,693413743,
2381,WALDEMAR,CZESKI,939762986,
2382,JOLANTA,MAZURKIEWICZ,980559273,
2383,JAROSŁAW,WESOŁOWSKI,143055888,
2384,KAMIL,DOBRUCKI,446746579,
2385,JAROSŁAW,TATARSKI,603758172,
2386,ALEKSANDER,ARABOWICZ,950081045,
2387,MARIUSZ,CZECH,613662392,
2388,AGATA,HOLLAND,950446637,
2389,PAWEL,WOŹNIAK,827415131,
2390,DOMINIKA,KŁOSSOWSKI,119260610,
2391,MARTYNA,WĘGRZYNOWICZ,232703159,
2392,MATEUSZ,WĘGIER,397697446,
2393,KRZYSZTOF,ROSJAN,506207443,
2394,BRAJAN,LITWINIUK,671921593,
2395,WALDEMAR,KUMAN,946178643,
2396,KATARZYNA,ŻYDOWICZ,359850082,
2397,ALEKANDRA,WŁOCH,508172063,
2398,PAWEL,ŻUREK,778367346,
2399,AGATA,UKRAIŃSKI,413713162,
2400,ALEKSANDER,HISZPAN,764027113,
2401,BRAJAN,ROSJAN,948692024,
2402,TYMON,MADZIARA,334578314,
2403,ARTUR,DOBRUCKI,796222124,
2404,TYTUS,OLENDER,965116370,
2405,ANETA,ŻYDEK,973479490,
2406,TYMON,NIEMIEC,840646038,
2407,JAKUB,POLOCZEK,258492747,
2408,ŁUKASZ,KIJOWSKI,756428526,
2409,BARBARA,KRUPA,243876765,
2410,PATRYK,KURUC,986522491,
2411,GERARD,LANGE,141671952,
2412,IZABELA,KOZŁOWSKI,801782847,
2413,BRAJAN,MICIUN,935543053,
2414,ALICJA,LEWICKI,706376347,
2415,KATARZYNA,WĘGRZYN,573111984,
2416,DOMINIKA,LEWICKI,525884324,
2417,MICHAŁ,ŻMUDA,298911980,
2418,BRAJAN,ROSJAN,755909632,
2419,DOMINIK,MAZUREK,120565581,
2420,MACIEJ,KACZMAREK,320996452,
2421,KAROL,GREC,626051137,
2422,KAMILA,LITWINIUK,453532109,
2423,WALDEMAR,SZWAJCAR,490676664,
2424,MICHAŁ,TOWAREK,635626144,
2425,KAROLINA,RUSIN,553311919,
2426,LEONARD,SŁOWACKI,554761148,
2427,LECH,POLOCZEK,677472515,
2428,TYTUS,KURLANDZKI,120123493,
2429,PATRYK,NIEMCZYK,568267074,
2430,KAMILA,PRUSKI,132049615,
2431,LEONARD,BIAŁORUSKI,802366800,
2432,OLIWIER,TATARCZUK,798222584,
2433,DOMINIK,KWIATKOWSKI,273696209,
2434,DOROTA,ARABIK,855608161,
2435,JOLANTA,GALICKI,409931241,
2436,TYTUS,FRANCUZ,527749577,
2437,KAMIL,MAZUR,894394357,
2438,JAKUB,MACEDOŃSKI,473646643,
2439,PATRYCJA,RUSIN,971074336,
2440,MATEUSZ,SZWARC,897279573,
2441,PATRYK,WĘGRZYNOWICZ,747142680,
2442,ALICJA,CIEŚLAK,874964591,
2443,WALDEMAR,LAMPARSKA,961695463,
2444,WALDEMAR,MACEDOŃSKI,763037845,
2445,JADWIGA,ŻUREK,577559890,
2446,DOMINIKA,CZESKI,628750711,
2447,ANETA,KURLANDCZYK,743485834,
2448,ARTUR,MORAWSKI,716172519,
2449,JACEK,GAWROŃSKI,788384416,
2450,MICHAŁ,SZWEDZIAK,478926098,
2451,MICHAŁ,TATARSKI,483767538,
2452,KRYSTYNA,WDOWIAK,332224160,
2453,KAROLINA,PRUSAK,635947576,
2454,WOJCIECH,PODGÓRSKI,617695429,
2455,ARTUR,MAJEWSKI,101471459,
2456,ANETA,SZEWCZYK,586849657,
2457,DONALD,KRUPA,948122395,
2458,KATARZYNA,TATARCZAK,192576107,
2459,PIOTR,PRUSIK,336778231,
2460,MARIUSZ,NIEMCZYK,784325897,
2461,MAREK,HALICKI,344369614,
2462,KRYSTYNA,BRANDENBURG,982221239,
2463,TYMON,POTOK,390701295,
2464,DOMINIKA,ŻYDZIAK,679029047,
2465,TOMASZ,ŻYDOWICZ,163870440,
2466,DANUTA,KWIECIEŃ,882956262,
2467,KAMIL,POLAK,792006002,
2468,TYMON,PODGÓRSKI,611819171,
2469,ARTUR,MALINOWSKI,585001982,
2470,JAKUB,SZWARC,613375177,
2471,KAMILA,HALICKI,434048374,
2472,PRZEMYSLAW,WĘGRZYN,439136607,
2473,TOMASZ,POLAK,372493314,
2474,LAURA,TATARCZUK,192747214,
2475,ALEKSANDER,KASZUBA,371282740,
2476,MAREK,PODOLAK,909111971,
2477,DONALD,PIĄTEK,508799238,
2478,OLIWIER,MADZIAR,129428175,
2479,JAKUB,NOWAK,503148727,
2480,JAN,RUMUŃSKI,240725248,
2481,MARIUSZ,SZWEDA,164846831,
2482,KAROLINA,SŁOWAKIEWICZ,915052133,
2483,TYTUS,SZULC,163123327,
2484,DOROTA,NIEMIEC,564421811,
2485,ROZALIA,TATAR,215897702,
2486,LAURA,POLOCZEK,625200276,
2487,GERARD,DUŃCZYK,136286728,
2488,DOMINIKA,CYGAN,282102245,
2489,PIOTR,POLAKOWSKI,705784616,
2490,KAMILA,MAZURKIEWICZ,799367076,
2491,WERONIKA,ŻYDEK,901468118,
2492,KAMIL,HALICKI,469965490,
2493,MAREK,ROSJAN,380944105,
2494,ARTUR,KURUC,482305562,
2495,LEONARD,SŁOWAKIEWICZ,201382944,
2496,IZABELA,ŻMIJEWSKI,391415646,
2497,MACIEJ,RUMUN,884016118,
2498,DAWID,BRANDENBURG,556070537,
2499,BARTOSZ,WĘGIER,561670821,
2500,LAURA,WIŚNIEWSKI,289657000,
2501,KAROL,SZWARC,703684360,
2502,ROZALIA,RUSNAK,705526793,
2503,OLIWIER,HOFFMANN,114782494,
2504,MATEUSZ,KURUC,680891624,
2505,BARBARA,MAJEWSKI,868722075,
2506,OLIWIA,CZECH,698738989,
2507,JANUSZ,WŁOCH,764945534,
2508,DOMINIKA,POLESIAK,638629403,
2509,WOJCIECH,SZKOT,188784403,
2510,KAMILA,UKRAINIEC,669904299,
