Identyfikator pracownika,Imię,Nazwisko,Data urodzenia,Numer telefonu,Identyfikator kontraktu,Uprawnienia do nadzoru,
28119,KRYSTYNA,TATARA,846502002, 2811, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28120,MACIEJ,PODOLSKI,73101065522, 2811, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28121,TYMON,KOWALSKI,81122987670, 2812, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28122,OLIWIER,FOGIEL,7421013336, 2812, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28123,PRZEMYSLAW,KAŁUŻA,8112105877, 2812, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28124,JADWIGA,SZEWCZYK,8712440316, 2812, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28125,KRYSTYNA,GAWROŃSKI,70102711560, 2812, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28126,TYTUS,TATARCZAK,5972043014, 2812, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28127,JOLANTA,RUS,776716667, 2812, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28128,JOLANTA,LAMPARSKA,715528202, 2812, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28129,TOMASZ,UKRAIŃSKI,7192099481, 2812, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28130,JACEK,WĘGRZYN,6881303189, 2812, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28131,KAROL,POLESZUK,8722607255, 2813, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28132,ALEKANDRA,SAS,7271105094, 2813, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28133,LEONARD,MAZURKIEWICZ,7912684071, 2813, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28134,DAWID,PASTERNAK,8412428021, 2813, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28135,MATEUSZ,POLESIAK,765677070, 2813, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28136,JANUSZ,TATARCZAK,79101893267, 2813, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28137,MARIUSZ,MAJEWSKI,7742263659, 2813, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28138,PRZEMYSLAW,MADZIARA,64112630226, 2813, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28139,DANUTA,WRÓBEL,7962332775, 2813, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28140,KRYSTYNA,DĄBROWSKI,7511519217, 2813, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28141,ALEKSANDER,GÓRSKI,8411572050, 2814, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28142,LAURA,PRUSAK,78112280519, 2814, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28143,KRYSTYNA,POLACZEK,5511837078, 2814, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28144,KAMIL,SZWED,6310777336, 2814, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28145,BENEDYKT,TATARCZYK,7792853224, 2814, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28146,DOROTA,ŚLONZAK,692358111, 2814, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28147,PATRYCJA,DOBRUCKI,791687016, 2814, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28148,ARTUR,WOŁOSZEK,8672481981, 2814, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28149,ANETA,NIEMIEC,8281774664, 2814, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28150,WALDEMAR,SZLĄZAK,7651466145, 2814, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28151,JAN,SŁOWIAKOWSKI,6961908372, 2815, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28152,BRAJAN,SIKORA,591720846, 2815, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28153,ALICJA,POTOK,819923739, 2815, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28154,BARTOSZ,WIŚNIEWSKI,6853142934, 2815, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28155,LAURA,POLESIAK,5581569850, 2815, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28156,KAMIL,HOLENDERSKI,574645038, 2815, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28157,WERONIKA,PRUSAK,5611512703, 2815, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28158,LAURA,NIEDZIELSKI,8122709818, 2815, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28159,WALDEMAR,ŻMUDA,6462910276, 2815, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28160,TYMON,ARABIK,839848876, 2815, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28161,PATRYCJA,KASZUBA,56122429467, 2816, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28162,MARIUSZ,NIEMCZYK,7621286306, 2816, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28163,JACEK,SZWED,7072652869, 2816, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28164,WERONIKA,SZWEDOWSKI,7342285767, 2816, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28165,IZABELA,CZESKI,6161590826, 2816, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28166,ANETA,MACEDOŃSKI,742707012, 2816, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28167,PATRYK,MORAW,7412203044, 2816, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28168,ŁUKASZ,GALICKI,7052421862, 2816, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28169,DOROTA,KAŁUŻA,57112230642, 2816, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28170,ANETA,ARAB,7881374788, 2816, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28171,ALEKSANDER,DUDA,69122275210, 2817, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28172,BRAJAN,KĘDZIERSKI,8061843608, 2817, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28173,DONALD,HOFFMANN,6682249904, 2817, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28174,DOROTA,PRUSAK,7612516490, 2817, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28175,ŁUKASZ,KWIECIEŃ,6583189329, 2817, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28176,ROZALIA,HOLLAND,828862996, 2817, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28177,LECH,TATARA,6353027182, 2817, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28178,MACIEJ,BIAŁORUSKI,5811198732, 2817, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28179,KATARZYNA,HOLENDER,55102663656, 2817, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28180,KAMIL,PASTERNAK,6282094467, 2817, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28181,DAWID,KWIECIEŃ,643729435, 2818, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28182,JAKUB,FOGIEL,579296713, 2818, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28183,LAURA,ARABIK,66123161029, 2818, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28184,AGATA,SZWEDZKI,6013058435, 2818, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28185,WOJCIECH,MAŁECKI,84112919469, 2818, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28186,MATEUSZ,KACZMAREK,8662578003, 2818, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28187,WOJCIECH,ŻMUDA,5531010602, 2818, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28188,TYTUS,JABŁOŃSKI,789864388, 2818, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28189,ARTUR,KĘDZIERSKI,78102058421, 2818, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28190,GERARD,ZIĘBA,7291144644, 2818, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28191,JADWIGA,WYSOCKI,8511279319, 2819, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28192,BARBARA,TUREK,7852893721, 2819, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28193,LECH,JABŁOŃSKI,7212205169, 2819, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28194,KAROLINA,NIEMIEC,8210401586, 2819, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28195,PRZEMYSLAW,KACZMAREK,8872693872, 2819, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28196,DAWID,SOCHA,603616145, 2819, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28197,GERARD,KURUC,79101504483, 2819, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28198,PIOTR,POLOK,7312550842, 2819, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28199,DONALD,DUDEK,8282322273, 2819, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28200,ALEKSANDER,SLEZAK,68121354705, 2819, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28201,ROZALIA,RUMUŃSKI,7011415423, 2820, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28202,ARTUR,GALOCH,8562921191, 2820, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28203,TYTUS,LITWIN,8911043366, 2820, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28204,OLIWIA,NIEMIEC,8191153633, 2820, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28205,MARIUSZ,PRUS,6112631698, 2820, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28206,PAWEL,PODOLSKI,7932708197, 2820, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28207,OLIWIER,MADZIAR,602256590, 2820, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28208,WALDEMAR,KASZUBA,7242799083, 2820, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28209,MARIUSZ,ŻUREK,6621151664, 2820, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28210,OLIWIA,CZESKI,7553016073, 2820, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28211,KATARZYNA,KASZUB,87111652084, 2821, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28212,DAWID,ŻOCHOWSKI,68112285672, 2821, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28213,BRAJAN,PODOLEC,6593036740, 2821, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28214,KRZYSZTOF,ZIĘBA,7971246244, 2821, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28215,ALICJA,NORWECKI,6812477774, 2821, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28216,JOLANTA,SWAT,8551044902, 2821, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28217,MARTYNA,LEWICKI,6292780446, 2821, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28218,KAMILA,ŻYDOWSKI,89111608452, 2821, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28219,ROZALIA,SŁOWIAKOWSKI,7242003610, 2821, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28220,DAWID,WOŁOSZEK,757952742, 2821, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28221,KAMILA,DOBRUCKI,67102594794, 2822, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28222,JACEK,SOCHA,7861271379, 2822, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28223,KAROL,WOŁOSZEK,7881818811, 2822, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28224,ALEKANDRA,SIERADZKI,7712802602, 2822, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28225,JAROSŁAW,OLĘDER,7110960195, 2822, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28226,JOLANTA,SIERADZKI,836898689, 2822, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28227,IZABELA,ARABIK,8033017753, 2822, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28228,MARTYNA,ŻMIJEWSKI,6561954236, 2822, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28229,LECH,POMORSKI,8542957293, 2822, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28230,KRYSTYNA,MACEDOŃSKI,594477640, 2822, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28231,JAN,ARABOWICZ,562554269, 2823, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28232,KRYSTYNA,SZEWCZYK,876323738, 2823, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28233,MARTYNA,LITWINOWICZ,6252464882, 2823, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28234,PIOTR,MORAW,81112657000, 2823, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28235,IZABELA,WYRZYKOWSKI,83111830366, 2823, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28236,JACEK,CICHOCKI,775612181, 2823, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28237,KRYSTYNA,SIKORA,598854681, 2823, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28238,PAWEL,GALICKI,8143056486, 2823, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28239,LAURA,WĘGIERSKI,864951922, 2823, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28240,LECH,ŻYDZIK,8791529839, 2823, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28241,MARTA,PASTERNAK,6181580628, 2824, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28242,PIOTR,ŻMIJEWSKA,7342871893, 2824, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28243,ANETA,KŁOSSOWSKI,8512057481, 2824, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28244,PIOTR,SZLONZAK,8442193347, 2824, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28245,PRZEMYSLAW,GALICKI,8262021888, 2824, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28246,ALEKSANDER,POLESIAK,7641506513, 2824, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28247,KRYSTYNA,MACEDOŃSKI,6110553082, 2824, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28248,PIOTR,SOCHA,865865722, 2824, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28249,WOJCIECH,BIAŁORUSKI,5581825775, 2824, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28250,KAMIL,WOŁOSZEK,8051363269, 2824, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28251,ALEKSANDER,ROMUN,7361213466, 2825, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28252,WOJCIECH,SWAT,89102886556, 2825, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28253,IZABELA,WYSOCKI,5561132999, 2825, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28254,OLIWIA,SZWEDOWSKI,687606795, 2825, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28255,PATRYK,TURECKI,566402055, 2825, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28256,KAROLINA,KURLANDT,5612604409, 2825, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28257,AGATA,PASTERNAK,6871595796, 2825, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28258,MACIEJ,WYRZYKOWSKI,8191651976, 2825, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28259,PATRYK,ŻUREK,579312770, 2825, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28260,OLIWIER,KURLAND,7931124218, 2825, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28261,MARTYNA,LAMPARSKA,67111570572, 2826, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28262,ANETA,HALICKI,8521247709, 2826, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28263,ARTUR,RUSNAK,5591968272, 2826, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28264,ŁUCJA,KUMAN,59102637140, 2826, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28265,PIOTR,SŁOWAKIEWICZ,5722482169, 2826, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28266,MATEUSZ,KOWALSKI,6081842944, 2826, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28267,DAWID,KURLANDCZYK,6012884562, 2826, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28268,IZABELA,KOWALSKI,8471064239, 2826, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28269,PIOTR,BÖHM,8241412213, 2826, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28270,ŁUCJA,KIJOWSKI,61103117279, 2826, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28271,DOMINIKA,PASTERNAK,62111861082, 2827, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28272,DAMIAN,ARABOWICZ,5551487617, 2827, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28273,TYTUS,DOBRUCKI,625655924, 2827, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28274,BENEDYKT,DĄBROWSKI,76112730008, 2827, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28275,LEONARD,KŁOSSOWSKI,68122479950, 2827, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28276,DAMIAN,SZWAJCARSKI,6712681863, 2827, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28277,BENEDYKT,NORWECKI,64112553933, 2827, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28278,KAMIL,ARABSKI,8162304131, 2827, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28279,IZABELA,RYBICKI,56103068144, 2827, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28280,WERONIKA,ZIĘBA,824551716, 2827, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28281,TOMASZ,GALICKI,639521470, 2828, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28282,DAMIAN,FOGIEL,8082225483, 2828, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28283,TYTUS,BORKOWSKI,6122541609, 2828, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28284,ARTUR,RUSEK,8332636934, 2828, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28285,DOMINIK,ŻUREK,5851783642, 2828, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28286,MATEUSZ,PODOLEC,9022592545, 2828, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28287,MARTYNA,SKIBA,572537510, 2828, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28288,JAROSŁAW,SZWEDZIAK,8691595729, 2828, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28289,JAKUB,WĘGRZYNOWICZ,8992806925, 2828, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28290,DAMIAN,PIĄTEK,6611977384, 2828, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28291,ŁUKASZ,MICIUN,76112603237, 2829, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28292,ANETA,DUDEK,71122540327, 2829, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28293,ROZALIA,KRAWCZYK,8971638048, 2829, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28294,TYTUS,POLOK,8731596566, 2829, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28295,AGATA,GALIŃSKI,59111234776, 2829, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28296,JAKUB,SASS,8372392780, 2829, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28297,PAWEL,KURLANDT,7712893392, 2829, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28298,JAKUB,DUŃCZYK,5753100583, 2829, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28299,ALEKSANDER,ŻMUDZIN,62101249536, 2829, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28300,KAROLINA,HOLENDER,704913829, 2829, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28301,JACEK,ŁOTYSZ,852595045, 2830, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28302,MAREK,POLESIAK,5922587669, 2830, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28303,ŁUCJA,SASIN,72102064766, 2830, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28304,PATRYCJA,WYSOCKI,6952369349, 2830, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28305,ŁUCJA,SZKOT,8042276992, 2830, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28306,DOMINIKA,UKRAINIEC,8641387158, 2830, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28307,ARTUR,ZIĘBA,8632250652, 2830, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28308,AGATA,TATARCZUK,5741395804, 2830, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28309,WALDEMAR,LITWINOWICZ,6721456752, 2830, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28310,ŁUKASZ,PODOLAN,7431581948, 2830, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28311,TOMASZ,KRUPA,69102463266, 2831, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28312,MICHAŁ,SZWEDOWSKI,8772967699, 2831, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28313,DOROTA,TATARCZUK,6811872369, 2831, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28314,BARBARA,WIŚNIEWSKI,8431178744, 2831, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28315,PRZEMYSLAW,SZWAB,8892964516, 2831, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28316,MARTYNA,SZKOT,5661805873, 2831, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28317,BARTOSZ,AUSTRIJAK,88112852669, 2831, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28318,MACIEJ,ŻMUDZIN,815810074, 2831, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28319,DAWID,WĘGIERSKI,83111892665, 2831, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28320,ALEKSANDER,ROMUN,557995031, 2831, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28321,ŁUKASZ,NIEMCZYK,8712590216, 2832, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28322,BARBARA,SŁOWIAK,563745337, 2832, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28323,BARBARA,SASS,8191036894, 2832, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28324,BARTOSZ,BÖHM,8843026755, 2832, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28325,KRZYSZTOF,MAJEWSKI,7432137353, 2832, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28326,TYMON,AUSTRIJAK,853665392, 2832, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28327,PATRYCJA,WYSOCKI,57123065195, 2832, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28328,ŁUCJA,MOSKAL,828307711, 2832, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28329,PAWEL,DOBRUCKI,575201729, 2832, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28330,BENEDYKT,LITWINIUK,6472653535, 2832, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28331,LECH,DĄBROWSKI,747230534, 2833, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28332,ARTUR,WOŹNIAK,7621375407, 2833, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28333,KAROLINA,PODOLAK,8611637209, 2833, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28334,LEONARD,PASTERNAK,6781075054, 2833, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
