Identyfikator pracownika,Imię,Nazwisko,Data urodzenia,Telefon,Identyfikator kontraktu,Uprawnienia do nadzoru,Pesel
43509,KAROL,PRUSEK,24.06.1981 00:00:00,955605432,1313854908,NIEUPRAWNIONY,69092626181
43510,KRYSTYNA,LAMPARSKA,15.12.1959 00:00:00,984034760,2104300301,NIEUPRAWNIONY,73122596310
43511,OLIWIA,GAL,28.08.1961 00:00:00,929823467,1102043268,NIEUPRAWNIONY,74081237373
43512,ALEKSANDER,BRANDENBURGER,26.01.1968 00:00:00,934696448,1597294725,UPRAWNIONY,61060967329
43513,TYMON,MAŁECKI,27.10.1982 00:00:00,287367045,1986241809,UPRAWNIONY,74092476299
43514,BARTOSZ,WĘGRZYNOWICZ,26.04.1975 00:00:00,420377202,1318429033,NIEUPRAWNIONY,66052368263
43515,MARIUSZ,MAŁECKI,06.12.1961 00:00:00,881874676,604227011,UPRAWNIONY,75052814337
43516,TOMASZ,PODOLAN,17.09.1957 00:00:00,149747033,38459289,NIEUPRAWNIONY,58071330627
43517,BARBARA,KRAWCZYK,04.04.1965 00:00:00,741160384,403447585,UPRAWNIONY,74010754667
43518,PIOTR,WYSOCKI,01.03.1980 00:00:00,768803264,136515067,UPRAWNIONY,74011674239
43519,JACEK,SŁOWAK,27.12.1961 00:00:00,319529389,617991383,UPRAWNIONY,89101906501
43520,JAROSŁAW,SZWEDZKI,01.09.1988 00:00:00,787756104,1349655968,NIEUPRAWNIONY,55101021250
43521,KAROL,POLOK,21.08.1974 00:00:00,152235496,346354095,UPRAWNIONY,78080293095
43522,JANUSZ,WĘGRZYN,27.01.1973 00:00:00,235652928,1361233696,NIEUPRAWNIONY,88092412021
43523,WERONIKA,HOLLAND,02.09.1982 00:00:00,510095932,1600283676,NIEUPRAWNIONY,69102376843
43524,JANUSZ,STAWECKI,08.08.1972 00:00:00,529457630,459698538,UPRAWNIONY,62063044923
43525,LECH,PRUŚ,27.12.1975 00:00:00,368203955,396083831,NIEUPRAWNIONY,89091307683
43526,KAMIL,MAŁECKI,15.08.1980 00:00:00,826909697,1892222441,NIEUPRAWNIONY,64022569389
43527,JAKUB,HOLENDER,27.02.1975 00:00:00,270913916,2057541005,NIEUPRAWNIONY,67042152090
43528,MARTA,CIEŚLAK,05.04.1967 00:00:00,508415071,1246772864,UPRAWNIONY,67101982226
43529,WALDEMAR,GAL,23.04.1975 00:00:00,865674065,456227753,UPRAWNIONY,59062194492
43530,ŁUKASZ,PRUŚ,22.03.1958 00:00:00,212746530,1946623688,NIEUPRAWNIONY,68010954105
43531,WERONIKA,SIERADZKI,03.08.1984 00:00:00,309965501,1079088569,UPRAWNIONY,71020423206
43532,KAMIL,JABŁOŃSKI,16.10.1955 00:00:00,209418064,1003093194,UPRAWNIONY,78090396794
43533,ALICJA,SZWEDEK,28.02.1955 00:00:00,618607565,1611163775,NIEUPRAWNIONY,66072258771
43534,MARIUSZ,MALINOWSKI,03.05.1960 00:00:00,477594278,545731360,UPRAWNIONY,57071572685
43535,DAMIAN,NIEDZIELSKI,01.06.1979 00:00:00,540015690,51784031,UPRAWNIONY,68080959078
43536,PAWEL,KACZMAREK,21.07.1977 00:00:00,423952863,159912342,NIEUPRAWNIONY,78031015041
43537,WOJCIECH,GREC,02.01.1975 00:00:00,699480284,1659112684,NIEUPRAWNIONY,88101678948
43538,PAWEL,LITWINIUK,27.04.1958 00:00:00,364411703,175033264,UPRAWNIONY,70091475912
43539,TYTUS,BIAŁORUSKI,31.05.1973 00:00:00,606413870,1676602307,NIEUPRAWNIONY,74010119026
43540,MICHAŁ,CZECH,25.02.1971 00:00:00,741270602,1696728937,NIEUPRAWNIONY,86120134357
43541,ARTUR,PRUŚ,19.02.1958 00:00:00,146337635,77866860,NIEUPRAWNIONY,83052853291
43542,PATRYCJA,KASZUBA,06.05.1975 00:00:00,723613465,1793825057,UPRAWNIONY,58022841330
43543,BRAJAN,KRUPA,31.07.1978 00:00:00,957267052,430674014,NIEUPRAWNIONY,67103110994
43544,JADWIGA,WŁOCH,20.03.1969 00:00:00,793489637,576823068,NIEUPRAWNIONY,57090564430
43545,KRYSTYNA,ZIĘBA,06.12.1984 00:00:00,444081033,734275828,NIEUPRAWNIONY,90070493155
43546,KAROL,WOŁOCH,17.12.1961 00:00:00,630222303,1038898626,UPRAWNIONY,65060642665
43547,PRZEMYSLAW,WOŹNIAK,24.01.1960 00:00:00,629338924,1085352873,UPRAWNIONY,77022054814
43548,JOLANTA,HALICKI,27.07.1955 00:00:00,750417257,864058195,UPRAWNIONY,78101777886
43549,KAMILA,JABŁOŃSKI,09.05.1974 00:00:00,676465528,695233878,NIEUPRAWNIONY,66082686456
43550,ALICJA,HOLENDER,27.05.1970 00:00:00,487644705,699698834,NIEUPRAWNIONY,90071428617
43551,PATRYK,HOLLAND,19.11.1956 00:00:00,682068196,1055973529,UPRAWNIONY,71010888664
43552,PATRYK,LITWINOWICZ,03.07.1987 00:00:00,750345164,1448259189,UPRAWNIONY,58083157235
43553,LECH,SZWEDA,18.03.1976 00:00:00,512077309,1543767148,NIEUPRAWNIONY,86071038370
43554,WALDEMAR,POLACZEK,04.12.1981 00:00:00,704405080,675562036,UPRAWNIONY,84092818150
43555,ŁUKASZ,LITWINOWICZ,30.10.1967 00:00:00,167996632,2068589127,NIEUPRAWNIONY,87100555853
43556,PATRYCJA,WOŁOSZEK,01.04.1988 00:00:00,614796897,635977999,NIEUPRAWNIONY,84100713032
43557,MACIEJ,MAZUR,16.09.1962 00:00:00,507631073,1778629773,NIEUPRAWNIONY,65110912209
43558,JACEK,KOMAN,24.11.1959 00:00:00,230819588,688086952,UPRAWNIONY,72080848748
43559,BARBARA,LITWIN,29.04.1989 00:00:00,282674007,1302493618,UPRAWNIONY,83121504458
43560,WALDEMAR,MAZURKIEWICZ,09.10.1963 00:00:00,215412371,465112344,NIEUPRAWNIONY,87091699922
43561,JACEK,MADZIARA,06.10.1973 00:00:00,208350601,137530993,UPRAWNIONY,59110656349
43562,OLIWIA,KURLANDT,05.07.1955 00:00:00,314682103,1706171890,NIEUPRAWNIONY,81071346748
43563,WERONIKA,CYGAN,25.11.1971 00:00:00,784509359,598797044,UPRAWNIONY,83070227714
43564,ROZALIA,KWIECIEŃ,15.01.1982 00:00:00,594187378,1357976479,NIEUPRAWNIONY,84091323968
43565,OLIWIER,PETERSBURSKI,19.08.1960 00:00:00,124696800,1475529828,UPRAWNIONY,86022448671
43566,LEONARD,SAKSON,10.01.1976 00:00:00,833660423,1482171101,NIEUPRAWNIONY,68082331461
43567,DAMIAN,HOFFMANN,17.04.1969 00:00:00,566651054,534731176,NIEUPRAWNIONY,75102320587
43568,KRYSTYNA,MAŁECKI,16.06.1974 00:00:00,473284886,99295833,UPRAWNIONY,61111890447
43569,MACIEJ,SOCHA,06.01.1969 00:00:00,513578651,811244171,NIEUPRAWNIONY,88050357601
43570,DOMINIKA,WOŁYNIAK,13.08.1970 00:00:00,595116816,1809895951,UPRAWNIONY,79051585274
43571,BARBARA,ŻMIJEWSKI,14.08.1957 00:00:00,134900412,342616682,UPRAWNIONY,86111567941
43572,BENEDYKT,OLĘDER,02.11.1957 00:00:00,225948105,704074680,NIEUPRAWNIONY,80061500288
43573,MATEUSZ,TOPOLSKI,20.03.1981 00:00:00,142595099,409117919,UPRAWNIONY,64022176867
43574,LAURA,DUDEK,30.12.1985 00:00:00,456934430,662021937,NIEUPRAWNIONY,56010207591
43575,JADWIGA,SZWEDA,18.06.1983 00:00:00,286101198,335272835,UPRAWNIONY,83021254533
43576,PATRYCJA,ARABOWICZ,04.04.1967 00:00:00,764936042,1806959242,UPRAWNIONY,55052779474
43577,OLIWIER,WDOWIAK,30.06.1959 00:00:00,986920735,1363702214,NIEUPRAWNIONY,61101312989
43578,BARBARA,SLEZAK,27.05.1964 00:00:00,205451836,214613697,UPRAWNIONY,56041995457
43579,ANETA,WOŹNIAK,13.08.1983 00:00:00,492534152,493530647,NIEUPRAWNIONY,87101253582
43580,MACIEJ,NIEMCZYK,10.12.1979 00:00:00,620894209,622899787,NIEUPRAWNIONY,75041515896
43581,ARTUR,OLĘDER,23.11.1974 00:00:00,159808632,428652188,NIEUPRAWNIONY,60120984393
43582,KRZYSZTOF,POLESZCZUK,23.08.1961 00:00:00,964015462,507608987,NIEUPRAWNIONY,85082182387
43583,KRYSTYNA,BRANDENBURG,18.02.1971 00:00:00,481108170,1110231653,NIEUPRAWNIONY,74013008625
43584,JADWIGA,TATARCZAK,29.10.1971 00:00:00,662069783,492829300,UPRAWNIONY,55041642506
43585,DAWID,SZEWCZYK,28.09.1977 00:00:00,940041439,1404462819,UPRAWNIONY,62011074868
43586,MICHAŁ,MALINOWSKI,10.11.1975 00:00:00,302233895,1391477988,NIEUPRAWNIONY,76070454997
43587,ARTUR,ŻYDZIK,13.06.1963 00:00:00,138544405,766295198,UPRAWNIONY,76022973155
43588,KAMIL,CZESKI,07.09.1960 00:00:00,173387648,2016121649,NIEUPRAWNIONY,86111109404
43589,MACIEJ,WRÓBEL,22.06.1975 00:00:00,605758509,1665988793,NIEUPRAWNIONY,67052687229
43590,MATEUSZ,NIEMIEC,14.06.1967 00:00:00,414441418,2127130628,UPRAWNIONY,55100131453
43591,JOLANTA,SZWED,10.07.1958 00:00:00,688299862,2129320149,NIEUPRAWNIONY,63111699570
43592,DAWID,SZWEDOWSKI,21.01.1978 00:00:00,858022533,2094561937,UPRAWNIONY,72100796938
43593,ALICJA,SUDOŁ,29.12.1965 00:00:00,373509550,25709265,NIEUPRAWNIONY,80052515179
43594,PIOTR,SZEWCZYK,23.04.1989 00:00:00,572470318,778724213,UPRAWNIONY,63090502512
43595,OLIWIA,SASS,04.11.1975 00:00:00,725586263,236055026,NIEUPRAWNIONY,57102947871
43596,LEONARD,MAŁECKI,20.01.1986 00:00:00,331803333,420647888,NIEUPRAWNIONY,58081227769
43597,PIOTR,PRUSKI,01.05.1988 00:00:00,799755924,120023961,NIEUPRAWNIONY,63113090503
43598,JAN,POLESZUK,17.02.1955 00:00:00,767796879,909406082,NIEUPRAWNIONY,59091763198
43599,KAMIL,GAWROŃSKI,05.03.1986 00:00:00,682504832,366321299,UPRAWNIONY,81062867097
43600,ROZALIA,SZLONZAK,13.02.1962 00:00:00,230893182,39832774,NIEUPRAWNIONY,65070187528
43601,TYTUS,SASIN,01.02.1960 00:00:00,497174878,1405577966,UPRAWNIONY,89110231294
43602,LAURA,HOLENDERSKI,10.03.1965 00:00:00,786156246,876322001,NIEUPRAWNIONY,84092075104
43603,KRZYSZTOF,WYSOCKI,17.03.1983 00:00:00,103013901,1243994839,NIEUPRAWNIONY,56010654876
43604,KAMIL,GREC,02.07.1957 00:00:00,999833867,1091931659,NIEUPRAWNIONY,59030923518
43605,OLIWIER,ŻYDOWSKI,01.04.1957 00:00:00,253598094,1620943845,UPRAWNIONY,71041648809
43606,ALEKANDRA,TATARA,26.03.1961 00:00:00,176608045,1374783892,UPRAWNIONY,57020774130
43607,PRZEMYSLAW,NORWECKI,15.01.1970 00:00:00,947351376,395755449,UPRAWNIONY,85071268436
43608,BARTOSZ,RUSIN,24.08.1963 00:00:00,683140445,365676951,NIEUPRAWNIONY,55072048069
43609,DONALD,CYGAN,30.04.1969 00:00:00,611983371,644374383,NIEUPRAWNIONY,76121390309
43610,ALEKANDRA,RUSEK,23.07.1956 00:00:00,872587143,2131869706,NIEUPRAWNIONY,56101457399
43611,DAWID,SŁOWIAK,29.06.1970 00:00:00,159135437,474574401,UPRAWNIONY,69050105151
43612,MATEUSZ,WOŁOSZEK,06.08.1956 00:00:00,508209788,462214462,UPRAWNIONY,78082034801
43613,PATRYCJA,KURLANDCZYK,07.07.1984 00:00:00,344329915,713143562,NIEUPRAWNIONY,74091712285
43614,IZABELA,HISZPAN,25.10.1961 00:00:00,679447026,329500113,UPRAWNIONY,61072698206
43615,TOMASZ,KURLANDCZYK,04.10.1971 00:00:00,608983930,648820226,NIEUPRAWNIONY,67110544264
43616,WOJCIECH,POLAK,18.12.1975 00:00:00,920817561,662903307,UPRAWNIONY,71031538632
43617,DAWID,KOWALSKI,24.05.1958 00:00:00,861314578,1132735276,UPRAWNIONY,76040714447
43618,WALDEMAR,POTOK,20.05.1968 00:00:00,678683309,43389824,UPRAWNIONY,66100827372
43619,OLIWIA,SAKSON,27.11.1978 00:00:00,585918618,1910951061,NIEUPRAWNIONY,71022596949
43620,PATRYCJA,OLENDER,07.07.1976 00:00:00,239638425,47572435,NIEUPRAWNIONY,70081539776
43621,JAKUB,SKIBA,14.04.1973 00:00:00,875453464,1841896851,UPRAWNIONY,88120610139
43622,BRAJAN,SLEZAK,26.05.1979 00:00:00,607249306,874698425,NIEUPRAWNIONY,84051503284
43623,ALEKSANDER,ARABSKI,28.12.1981 00:00:00,832963141,470044902,UPRAWNIONY,75011158140
43624,DANUTA,ŻMIJEWSKI,29.03.1962 00:00:00,986065887,391165144,NIEUPRAWNIONY,57031004420
43625,JAROSŁAW,UKRAINIEC,03.08.1965 00:00:00,197921711,723723589,UPRAWNIONY,58090426136
43626,DOMINIKA,WESOŁOWSKI,24.09.1967 00:00:00,179221496,1809477425,NIEUPRAWNIONY,83012465757
43627,AGATA,SZWEDOWSKI,20.01.1969 00:00:00,252654962,1117935771,UPRAWNIONY,76010667854
43628,JOLANTA,CIEŚLAK,19.01.1988 00:00:00,224038255,664924387,UPRAWNIONY,89091166942
43629,MARIUSZ,MAZUR,16.05.1956 00:00:00,207964560,270907308,UPRAWNIONY,73050817053
43630,KATARZYNA,LITWINIUK,17.09.1985 00:00:00,392378689,50037988,UPRAWNIONY,75121167848
43631,AGATA,DUŃCZYK,18.11.1974 00:00:00,296125566,675759703,NIEUPRAWNIONY,69033195813
43632,KATARZYNA,PODOLSKI,23.05.1974 00:00:00,888637982,397006760,UPRAWNIONY,85081308738
43633,KAMILA,SLEZAK,16.01.1990 00:00:00,499497924,1132446321,UPRAWNIONY,81081918426
43634,DONALD,ŁOTYSZ,24.03.1959 00:00:00,862638512,5474620,NIEUPRAWNIONY,65062841746
43635,ALICJA,POLAK,29.08.1979 00:00:00,410046633,568501454,NIEUPRAWNIONY,61050463035
43636,BRAJAN,RYBICKI,17.03.1986 00:00:00,927134457,1513399665,NIEUPRAWNIONY,78040710293
43637,WERONIKA,RUSNAK,14.11.1972 00:00:00,640855488,2054140403,NIEUPRAWNIONY,63042353605
43638,OLIWIA,SZLĄZAK,15.12.1975 00:00:00,326229519,900849609,NIEUPRAWNIONY,59033009540
43639,ROZALIA,SZWEDA,20.09.1969 00:00:00,641134364,1141161749,NIEUPRAWNIONY,76041060913
43640,KRYSTYNA,PODOLAK,22.07.1969 00:00:00,520810822,2062835065,NIEUPRAWNIONY,82081183528
43641,PRZEMYSLAW,WOŁYNIAK,13.06.1962 00:00:00,166216314,556398052,UPRAWNIONY,88122677980
43642,PRZEMYSLAW,KWIECIEŃ,27.09.1960 00:00:00,922543051,328904461,NIEUPRAWNIONY,67112691303
43643,MARTA,KRAJEWSKI,10.06.1985 00:00:00,448583315,962563574,UPRAWNIONY,71011679024
43644,JAN,ŻMIJEWSKI,03.11.1963 00:00:00,883532549,1693426813,UPRAWNIONY,56061125172
43645,ARTUR,BORKOWSKI,16.11.1968 00:00:00,486890560,1775853220,NIEUPRAWNIONY,66093023690
43646,DAMIAN,AUSTRIJAK,30.07.1984 00:00:00,264441848,2104383178,UPRAWNIONY,82102031733
43647,LEONARD,POLESZUK,19.02.1975 00:00:00,665470149,1615746258,UPRAWNIONY,75092528991
43648,ROZALIA,KURLANDA,05.09.1987 00:00:00,854259624,675528696,NIEUPRAWNIONY,70071893767
43649,TYMON,HISZPAN,26.11.1978 00:00:00,694979519,1367506647,NIEUPRAWNIONY,87012834878
43650,ALEKANDRA,DĄBROWSKI,02.05.1988 00:00:00,216802901,1145782523,NIEUPRAWNIONY,83010299370
43651,KRZYSZTOF,TATARA,09.01.1985 00:00:00,141236565,586523096,UPRAWNIONY,90082741557
43652,PIOTR,BRANDENBURG,23.08.1986 00:00:00,583812275,139661624,UPRAWNIONY,55121687413
43653,JAROSŁAW,CZARNECKI,18.12.1959 00:00:00,293525590,1684973721,NIEUPRAWNIONY,63051163351
43654,JANUSZ,ZIĘBA,28.11.1976 00:00:00,796631701,1691094309,UPRAWNIONY,56022540570
43655,ARTUR,FRANCUZ,07.01.1975 00:00:00,206581939,459714200,UPRAWNIONY,79042722735
43656,AGATA,MACEDOŃSKI,27.02.1974 00:00:00,578990458,58403007,NIEUPRAWNIONY,70092272678
43657,JOLANTA,NIEMCZYK,07.10.1971 00:00:00,925095512,1650410273,UPRAWNIONY,76041773053
43658,ALICJA,MAZUR,22.02.1975 00:00:00,894926833,164825883,UPRAWNIONY,79072373105
43659,DANUTA,PRUSEK,16.06.1960 00:00:00,398576393,671081810,UPRAWNIONY,59031369178
43660,MACIEJ,FRANCUZ,09.06.1973 00:00:00,546667524,1389961945,UPRAWNIONY,63080712631
43661,TOMASZ,KRAJEWSKI,09.02.1957 00:00:00,843281794,2132068938,NIEUPRAWNIONY,55012234296
43662,KAROLINA,LITWINIUK,01.06.1972 00:00:00,539624114,29268847,NIEUPRAWNIONY,87102814600
43663,MATEUSZ,MORAW,27.02.1990 00:00:00,737944011,221298775,NIEUPRAWNIONY,70030539814
43664,DONALD,WYRZYKOWSKI,05.09.1973 00:00:00,773897363,671422,UPRAWNIONY,79101825783
43665,TOMASZ,SZWEDZKI,11.02.1984 00:00:00,965262563,1849203241,NIEUPRAWNIONY,89112617418
43666,PIOTR,OLENDER,15.01.1963 00:00:00,586471897,1415109778,UPRAWNIONY,62062944763
43667,JAKUB,MADZIARA,26.11.1977 00:00:00,689475042,1874623117,UPRAWNIONY,58082431554
43668,ALEKSANDER,KIJOWSKI,18.04.1972 00:00:00,390440322,4661144,NIEUPRAWNIONY,77121036647
43669,MATEUSZ,KURLANDA,23.12.1960 00:00:00,251880975,476497461,UPRAWNIONY,83090780656
43670,DANUTA,KASZUBA,14.08.1990 00:00:00,657171574,1115011855,NIEUPRAWNIONY,80091207163
43671,JOLANTA,KOZŁOWSKI,25.10.1961 00:00:00,455513767,951012870,NIEUPRAWNIONY,81122993613
43672,KAROLINA,TOPOLSKI,13.03.1980 00:00:00,847850250,869706411,NIEUPRAWNIONY,58120859883
43673,ROZALIA,MAZURKIEWICZ,22.11.1985 00:00:00,489681227,478371871,NIEUPRAWNIONY,78080823854
43674,KAMILA,KWIECIEŃ,29.12.1983 00:00:00,473310507,613509738,UPRAWNIONY,66091151358
43675,ŁUKASZ,SIERADZKI,09.02.1956 00:00:00,911037957,586013918,NIEUPRAWNIONY,83011667204
43676,MATEUSZ,KOWALSKI,09.11.1980 00:00:00,680391736,478782052,NIEUPRAWNIONY,73011115997
43677,GERARD,SASIN,09.09.1986 00:00:00,310523956,1031224964,UPRAWNIONY,82031709083
43678,WALDEMAR,ŻMIJEWSKA,20.04.1989 00:00:00,875029084,137181998,UPRAWNIONY,90092150375
43679,KAROLINA,LITWIN,07.07.1975 00:00:00,648483571,64277735,UPRAWNIONY,72112562112
43680,AGATA,POLAKOWSKI,08.11.1968 00:00:00,912416485,938781231,UPRAWNIONY,61072518042
43681,IZABELA,NIEDZIELSKI,05.10.1983 00:00:00,732659304,396952125,UPRAWNIONY,87102040374
43682,TYMON,RUMUN,03.09.1966 00:00:00,320208574,1199931586,UPRAWNIONY,66032861592
43683,AGATA,MAJEWSKI,04.08.1961 00:00:00,792917723,1242762493,UPRAWNIONY,84041241790
43684,TYMON,MADZIARA,17.06.1958 00:00:00,732346548,898504568,UPRAWNIONY,62111483040
43685,LAURA,KURLANDZKI,01.07.1960 00:00:00,877296589,508393192,NIEUPRAWNIONY,69090886373
43686,DAMIAN,ŻMUDA,24.04.1975 00:00:00,182325417,744920774,NIEUPRAWNIONY,83051066318
43687,BARTOSZ,RUMUŃSKI,26.08.1967 00:00:00,692573444,1971612460,UPRAWNIONY,63120533526
43688,ALICJA,SZWAJCAR,19.10.1968 00:00:00,868387632,2030406342,NIEUPRAWNIONY,89090292775
43689,TYMON,SZWAB,03.11.1971 00:00:00,917200569,1089301385,NIEUPRAWNIONY,78102865019
43690,DONALD,KASZUB,26.02.1984 00:00:00,967018518,1999360111,UPRAWNIONY,81051966188
43691,DONALD,TATAREK,11.03.1968 00:00:00,280944333,565807881,UPRAWNIONY,68102971797
43692,BRAJAN,MAJEWSKI,21.11.1983 00:00:00,376765088,1537721366,NIEUPRAWNIONY,61020962678
43693,PATRYCJA,PODOLAK,01.02.1964 00:00:00,314957855,363318854,UPRAWNIONY,86050295809
43694,KAROLINA,CZARNECKI,26.07.1962 00:00:00,124986895,1111154001,NIEUPRAWNIONY,68020226395
43695,ŁUKASZ,TATARSKI,16.05.1955 00:00:00,310434363,52336190,UPRAWNIONY,82083185675
43696,DAMIAN,NIEWIADOMSKI,01.10.1979 00:00:00,302462814,1624731690,NIEUPRAWNIONY,88050387060
43697,JADWIGA,DUŃCZYK,19.11.1977 00:00:00,828254049,1006914913,UPRAWNIONY,71053106857
43698,TYTUS,STAWECKI,17.08.1964 00:00:00,690575381,1202592862,NIEUPRAWNIONY,77050172518
43699,ARTUR,PODOLAK,26.05.1968 00:00:00,208158980,439558889,NIEUPRAWNIONY,87091709943
43700,KRZYSZTOF,AMSTERDAMSKI,01.08.1967 00:00:00,561501016,876138901,UPRAWNIONY,67061761700
43701,DAWID,MAJEWSKI,04.05.1981 00:00:00,802449232,2140861374,NIEUPRAWNIONY,90051574143
43702,MARIUSZ,PODOLSKI,22.07.1971 00:00:00,154216010,761708590,NIEUPRAWNIONY,85011434258
43703,PATRYK,LITWINOWICZ,26.06.1971 00:00:00,220543344,1595095576,NIEUPRAWNIONY,90120542589
43704,OLIWIER,UKRAINIEC,10.09.1988 00:00:00,338175526,594783302,UPRAWNIONY,81031971993
43705,MAREK,POLAKOWSKI,21.02.1965 00:00:00,692077771,1128023428,NIEUPRAWNIONY,64092384691
43706,ARTUR,HOLENDERSKI,25.04.1989 00:00:00,512938363,1938611313,NIEUPRAWNIONY,55112834137
43707,ŁUKASZ,PODOLEC,08.06.1964 00:00:00,242163978,474219418,UPRAWNIONY,87072308468
43708,ŁUKASZ,WRÓBEL,11.01.1982 00:00:00,537927221,892364907,UPRAWNIONY,75071540475
43709,WALDEMAR,DUDA,12.12.1979 00:00:00,243802447,729806919,NIEUPRAWNIONY,63062124829
43710,WALDEMAR,KURLANDT,19.12.1960 00:00:00,456035769,851001205,NIEUPRAWNIONY,79051870608
43711,ANETA,LITWINOWICZ,02.07.1973 00:00:00,186093323,103194512,NIEUPRAWNIONY,68122124645
43712,DAWID,GÓRAL,28.10.1976 00:00:00,464210998,2013805664,UPRAWNIONY,79072830477
43713,BENEDYKT,MALINOWSKI,28.05.1958 00:00:00,309022730,473340915,UPRAWNIONY,84073064895
43714,OLIWIER,TOWAREK,03.07.1956 00:00:00,287461835,2055856336,NIEUPRAWNIONY,90080427329
43715,GERARD,LAMPARSKA,31.08.1964 00:00:00,449543359,981540561,NIEUPRAWNIONY,82051278903
43716,ALICJA,POLESZUK,10.08.1980 00:00:00,290513242,1138567452,NIEUPRAWNIONY,90120644145
43717,KAROLINA,PRZYBYSZ,20.03.1975 00:00:00,222916094,2133783622,UPRAWNIONY,88081229167
43718,KRZYSZTOF,SZWAJCER,19.06.1985 00:00:00,462401524,537213797,NIEUPRAWNIONY,58051687443
43719,DOMINIKA,UKRAIŃSKI,01.05.1963 00:00:00,524792645,1093975601,NIEUPRAWNIONY,62092945271
43720,MARTYNA,SZULC,06.11.1968 00:00:00,641519491,295165716,NIEUPRAWNIONY,76111336144
43721,ŁUCJA,POLESIAK,22.01.1973 00:00:00,640618938,1038789925,UPRAWNIONY,69022556509
43722,KAMILA,ŻOCHOWSKI,21.09.1963 00:00:00,104386904,1809096021,NIEUPRAWNIONY,66122067786
43723,LAURA,PIĄTEK,04.12.1966 00:00:00,469473119,476159876,UPRAWNIONY,90062620390
43724,BARTOSZ,KĘDZIERSKI,29.05.1958 00:00:00,337655995,2101250087,NIEUPRAWNIONY,77120984510
43725,KRYSTYNA,POLAK,19.10.1955 00:00:00,596323243,1387688064,UPRAWNIONY,90102867085
43726,GERARD,ŻOCHOWSKI,23.09.1988 00:00:00,196013567,2034125666,UPRAWNIONY,61100175180
43727,PATRYK,FRANCUZ,22.09.1965 00:00:00,909394192,1094254738,UPRAWNIONY,67102281670
43728,BRAJAN,KASZUB,03.06.1974 00:00:00,348559671,1148994002,UPRAWNIONY,65122439634
43729,KRZYSZTOF,WRÓBEL,11.02.1968 00:00:00,213570187,13869292,UPRAWNIONY,78092342395
43730,JAKUB,KRAJEWSKI,25.04.1988 00:00:00,778719702,1223436551,UPRAWNIONY,58100998917
43731,MICHAŁ,CZECH,20.09.1979 00:00:00,122363025,1315568814,UPRAWNIONY,76081411125
43732,ALICJA,MAZUR,18.09.1970 00:00:00,218231045,458629014,NIEUPRAWNIONY,81011193131
43733,IZABELA,KURLANDT,26.10.1976 00:00:00,462244569,91879720,UPRAWNIONY,82040796808
43734,OLIWIER,POLESIAK,08.02.1972 00:00:00,716694751,1506933951,UPRAWNIONY,70092155227
43735,DONALD,SUDOŁ,27.08.1974 00:00:00,385674000,2135926303,NIEUPRAWNIONY,75040684233
43736,TOMASZ,LITWIN,13.04.1983 00:00:00,509018357,379422191,UPRAWNIONY,57020360986
43737,TOMASZ,DUŃCZYK,27.01.1965 00:00:00,749648661,78418630,UPRAWNIONY,73090845523
43738,DONALD,KURLANDT,19.04.1964 00:00:00,954290024,110819481,UPRAWNIONY,85052024371
43739,TOMASZ,GÓRAL,11.10.1976 00:00:00,386282129,791314004,UPRAWNIONY,78042275620
43740,ARTUR,GREC,24.03.1957 00:00:00,473498929,1234371989,NIEUPRAWNIONY,82122833446
43741,ŁUKASZ,PRUS,16.01.1981 00:00:00,144926428,2038313654,NIEUPRAWNIONY,84091226805
43742,KAROL,WĘGRZYNOWICZ,01.05.1982 00:00:00,753508941,409200752,UPRAWNIONY,68120309062
43743,WERONIKA,MAZUR,10.08.1982 00:00:00,831684218,1815324533,NIEUPRAWNIONY,71051561670
43744,ŁUKASZ,HOFFMANN,31.03.1971 00:00:00,449193501,1868206136,UPRAWNIONY,72031776896
43745,MARTA,GÓRAL,27.09.1956 00:00:00,126161683,43322975,NIEUPRAWNIONY,56070315926
43746,MATEUSZ,SZWEDOWSKI,06.12.1970 00:00:00,787614515,353709776,NIEUPRAWNIONY,59082601425
43747,DOMINIK,TOPOLSKI,22.07.1989 00:00:00,275420710,45808131,UPRAWNIONY,89071530161
43748,MAREK,LAMPARSKI,14.11.1971 00:00:00,557681278,113534096,UPRAWNIONY,69070222880
43749,KAROL,MORAW,17.05.1981 00:00:00,285857021,103120196,NIEUPRAWNIONY,55052624844
43750,ŁUCJA,MAJEWSKI,09.05.1959 00:00:00,752860582,2140737145,NIEUPRAWNIONY,71082104940
43751,TYTUS,GÓRSKI,02.06.1968 00:00:00,721757122,642525819,UPRAWNIONY,67030399734
43752,TOMASZ,KIJOWSKI,11.09.1956 00:00:00,527411278,351242331,UPRAWNIONY,78111636088
43753,JANUSZ,KŁOSSOWSKI,26.11.1965 00:00:00,747872983,2097364031,UPRAWNIONY,71012609719
43754,WALDEMAR,PODOLEC,25.06.1963 00:00:00,874394127,889137781,UPRAWNIONY,71120855730
43755,PAWEL,POLAKOWSKI,14.06.1964 00:00:00,989040464,1054598403,UPRAWNIONY,83072632611
43756,MARTYNA,GALICKI,01.04.1982 00:00:00,921319137,820465381,NIEUPRAWNIONY,67051856610
43757,AGATA,GOROL,20.03.1970 00:00:00,644897952,1131354704,UPRAWNIONY,63050773540
